"word","freq"
"First instar nymph As","First instar nymph As"," 10"
"First instar nymph As described","First instar nymph As described"," 10"
"First instar nymph Head","First instar nymph Head","  4"
"First instar nymph Head thorax","First instar nymph Head thorax","  4"
"First instar nymph Overall","First instar nymph Overall","  1"
"First instar nymph Overall color","First instar nymph Overall color","  1"
"First rostral","First rostral"," 49"
"First rostral article","First rostral article","  2"
"First rostral article in","First rostral article in","  1"
"First rostral article in most","First rostral article in most","  1"
"First rostral article with","First rostral article with","  1"
"First rostral article with short","First rostral article with short","  1"
"First rostral segment","First rostral segment"," 47"
"First rostral segment almost","First rostral segment almost","  1"
"First rostral segment almost attaining","First rostral segment almost attaining","  1"
"First rostral segment appearing","First rostral segment appearing","  1"
"First rostral segment appearing glabrous","First rostral segment appearing glabrous","  1"
"First rostral segment approaching","First rostral segment approaching","  1"
"First rostral segment approaching or","First rostral segment approaching or","  1"
"First rostral segment attaining","First rostral segment attaining"," 27"
"First rostral segment attaining level","First rostral segment attaining level"," 26"
"First rostral segment attaining or","First rostral segment attaining or","  1"
"First rostral segment extending","First rostral segment extending","  5"
"First rostral segment extending close","First rostral segment extending close","  1"
"First rostral segment extending to","First rostral segment extending to","  4"
"First rostral segment falling","First rostral segment falling","  1"
"First rostral segment falling considerably","First rostral segment falling considerably","  1"
"First rostral segment much","First rostral segment much","  1"
"First rostral segment much shorter","First rostral segment much shorter","  1"
"First rostral segment not","First rostral segment not","  2"
"First rostral segment not attaining","First rostral segment not attaining","  1"
"First rostral segment not quite","First rostral segment not quite","  1"
"First rostral segment only","First rostral segment only","  1"
"First rostral segment only reaching","First rostral segment only reaching","  1"
"First rostral segment short","First rostral segment short","  2"
"First rostral segment short not","First rostral segment short not","  2"
"First rostral segment subcylindrical","First rostral segment subcylindrical","  1"
"First rostral segment subcylindrical second","First rostral segment subcylindrical second","  1"
"First rostral segment unusually","First rostral segment unusually","  1"
"First rostral segment unusually short","First rostral segment unusually short","  1"
"First rostral segment very","First rostral segment very","  3"
"First rostral segment very short","First rostral segment very short","  3"
"First second","First second","  2"
"First second and","First second and","  2"
"First second and extreme","First second and extreme","  2"
"First second and extreme base","First second and extreme base","  2"
"First segment","First segment"," 22"
"First segment attaining","First segment attaining"," 12"
"First segment attaining level","First segment attaining level"," 12"
"First segment attaining level of","First segment attaining level of"," 12"
"First segment falling","First segment falling","  1"
"First segment falling slightly","First segment falling slightly","  1"
"First segment falling slightly short","First segment falling slightly short","  1"
"First segment not","First segment not","  3"
"First segment not attaining","First segment not attaining","  1"
"First segment not attaining level","First segment not attaining level","  1"
"First segment not quite","First segment not quite","  2"
"First segment not quite attaining","First segment not quite attaining","  2"
"First segment of","First segment of","  1"
"First segment of rostrum","First segment of rostrum","  1"
"First segment of rostrum attaining","First segment of rostrum attaining","  1"
"First segment short","First segment short","  2"
"First segment short second","First segment short second","  2"
"First segment short second and","First segment short second and","  1"
"First segment short second third","First segment short second third","  1"
"First segment slightly","First segment slightly","  1"
"First segment slightly surpassing","First segment slightly surpassing","  1"
"First segment slightly surpassing level","First segment slightly surpassing level","  1"
"First segment subcylindrical","First segment subcylindrical","  1"
"First segment subcylindrical second","First segment subcylindrical second","  1"
"First segment subcylindrical second from","First segment subcylindrical second from","  1"
"First segment very","First segment very","  1"
"First segment very short","First segment very short","  1"
"First segment very short not","First segment very short not","  1"
"Florida","Florida","  1"
"Florida specimens","Florida specimens","  1"
"Florida specimens Antenniferous","Florida specimens Antenniferous","  1"
"Florida specimens Antenniferous tubercles","Florida specimens Antenniferous tubercles","  1"
"Florida specimens Antenniferous tubercles situated","Florida specimens Antenniferous tubercles situated","  1"
"Fm ","Fm ","  1"
"Fm  Cladogram","Fm  Cladogram","  1"
"Fm  Cladogram of","Fm  Cladogram of","  1"
"Fm  Cladogram of the","Fm  Cladogram of the","  1"
"Fore","Fore","111"
"Fore and","Fore and"," 76"
"Fore and median","Fore and median","  1"
"Fore and median femora","Fore and median femora","  1"
"Fore and median femora with","Fore and median femora with","  1"
"Fore and mid","Fore and mid"," 75"
"Fore and mid femora","Fore and mid femora"," 50"
"Fore and mid femora salient","Fore and mid femora salient","  1"
"Fore and mid femora subapically","Fore and mid femora subapically","  5"
"Fore and mid femora ventrally","Fore and mid femora ventrally","  1"
"Fore and mid femora with","Fore and mid femora with"," 43"
"Fore and mid tibiae","Fore and mid tibiae"," 25"
"Fore and mid tibiae of","Fore and mid tibiae of"," 21"
"Fore and mid tibiae with","Fore and mid tibiae with","  4"
"Fore femora","Fore femora"," 21"
"Fore femora ","Fore femora ","  7"
"Fore femora  ","Fore femora  ","  4"
"Fore femora   ","Fore femora   ","  1"
"Fore femora   times","Fore femora   times","  3"
"Fore femora  times","Fore femora  times","  3"
"Fore femora  times as","Fore femora  times as","  3"
"Fore femora about","Fore femora about","  3"
"Fore femora about ","Fore femora about ","  1"
"Fore femora about  ","Fore femora about  ","  1"
"Fore femora about six","Fore femora about six","  1"
"Fore femora about six times","Fore femora about six times","  1"
"Fore femora about three","Fore femora about three","  1"
"Fore femora about three and","Fore femora about three and","  1"
"Fore femora armed","Fore femora armed","  1"
"Fore femora armed with","Fore femora armed with","  1"
"Fore femora armed with one","Fore femora armed with one","  1"
"Fore femora eight","Fore femora eight","  1"
"Fore femora eight times","Fore femora eight times","  1"
"Fore femora eight times as","Fore femora eight times as","  1"
"Fore femora five","Fore femora five","  1"
"Fore femora five times","Fore femora five times","  1"
"Fore femora five times as","Fore femora five times as","  1"
"Fore femora four","Fore femora four","  2"
"Fore femora four times","Fore femora four times","  2"
"Fore femora four times as","Fore femora four times as","  2"
"Fore femora from","Fore femora from","  1"
"Fore femora from ","Fore femora from ","  1"
"Fore femora from  to","Fore femora from  to","  1"
"Fore femora seven","Fore femora seven","  2"
"Fore femora seven times","Fore femora seven times","  1"
"Fore femora seven times as","Fore femora seven times as","  1"
"Fore femora seven to","Fore femora seven to","  1"
"Fore femora seven to eight","Fore femora seven to eight","  1"
"Fore femora slender","Fore femora slender","  1"
"Fore femora slender six","Fore femora slender six","  1"
"Fore femora slender six to","Fore femora slender six to","  1"
"Fore femora with","Fore femora with","  2"
"Fore femora with double","Fore femora with double","  2"
"Fore femora with double row","Fore femora with double row","  2"
"Fore femur","Fore femur","  7"
"Fore femur ","Fore femur ","  6"
"Fore femur  ","Fore femur  ","  6"
"Fore femur   ","Fore femur   ","  6"
"Fore femur widest","Fore femur widest","  1"
"Fore femur widest at","Fore femur widest at","  1"
"Fore femur widest at anterior","Fore femur widest at anterior","  1"
"Fore lobe","Fore lobe","  7"
"Fore lobe delicately","Fore lobe delicately","  1"
"Fore lobe delicately granulose","Fore lobe delicately granulose","  1"
"Fore lobe delicately granulose on","Fore lobe delicately granulose on","  1"
"Fore lobe feebly","Fore lobe feebly","  1"
"Fore lobe feebly sculptured","Fore lobe feebly sculptured","  1"
"Fore lobe feebly sculptured and","Fore lobe feebly sculptured and","  1"
"Fore lobe granulose","Fore lobe granulose","  1"
"Fore lobe granulose on","Fore lobe granulose on","  1"
"Fore lobe granulose on elevated","Fore lobe granulose on elevated","  1"
"Fore lobe of","Fore lobe of","  3"
"Fore lobe of pronotum","Fore lobe of pronotum","  3"
"Fore lobe of pronotum with","Fore lobe of pronotum with","  1"
"Fore lobe of pronotum without","Fore lobe of pronotum without","  2"
"Fore lobe simple","Fore lobe simple","  1"
"Fore lobe simple hind","Fore lobe simple hind","  1"
"Fore lobe simple hind lobe","Fore lobe simple hind lobe","  1"
"Fourth","Fourth","  1"
"Fourth antennal","Fourth antennal","  1"
"Fourth antennal article","Fourth antennal article","  1"
"Fourth antennal article delicately","Fourth antennal article delicately","  1"
"Fourth antennal article delicately annulate","Fourth antennal article delicately annulate","  1"
"Fracker","Fracker","  3"
"Fracker ","Fracker ","  2"
"Fracker  p","Fracker  p","  2"
"Fracker  p ","Fracker  p ","  2"
"Fracker  p  fig","Fracker  p  fig","  1"
"Fracker  p  Usinger","Fracker  p  Usinger","  1"
"Fracker and","Fracker and","  1"
"Fracker and Bruner","Fracker and Bruner","  1"
"Fracker and Bruner ","Fracker and Bruner ","  1"
"Fracker and Bruner  p","Fracker and Bruner  p","  1"
"Froeschner","Froeschner","  1"
"Froeschner ","Froeschner ","  1"
"Froeschner  p","Froeschner  p","  1"
"Froeschner  p ","Froeschner  p ","  1"
"Froeschner  p  fig","Froeschner  p  fig","  1"
"Fuentes","Fuentes","  2"
"Fuentes ","Fuentes ","  2"
"Fuentes  p","Fuentes  p","  2"
"Fuentes  p ","Fuentes  p ","  2"
"Fuentes  p  figs","Fuentes  p  figs","  2"
"G  R","G  R","  1"
"G  R K","G  R K","  1"
"G  R K ","G  R K ","  1"
"G B","G B","  2"
"G B C","G B C","  2"
"G B C C","G B C C","  1"
"G B C C A","G B C C A","  1"
"G B C E","G B C E","  1"
"G B C E G","G B C E G","  1"
"G Eads","G Eads","  1"
"G Eads ","G Eads ","  1"
"G Eads  p","G Eads  p","  1"
"G Eads  p ","G Eads  p ","  1"
"G F","G F","  1"
"G F ","G F ","  1"
"G F  Eratyrus","G F  Eratyrus","  1"
"G F  Eratyrus mucronatus","G F  Eratyrus mucronatus","  1"
"G free","G free","  1"
"G free portion","G free portion","  1"
"G free portion of","G free portion of","  1"
"G free portion of vesica","G free portion of vesica","  1"
"G J","G J","  2"
"G J D","G J D","  1"
"G J D ","G J D ","  1"
"G J D  ","G J D  ","  1"
"G J K","G J K","  1"
"G J K L","G J K L","  1"
"G J K L N","G J K L N","  1"
"G K","G K","  1"
"G K N","G K N","  1"
"G K N F","G K N F","  1"
"G K N F ","G K N F ","  1"
"G Length","G Length","  1"
"G Length of","G Length of","  1"
"G Length of male","G Length of male","  1"
"G Length of male ","G Length of male ","  1"
"G pl","G pl","  1"
"G pl ","G pl ","  1"
"G pl  pl","G pl  pl","  1"
"G pl  pl ","G pl  pl ","  1"
"G Rostrum","G Rostrum","  1"
"G Rostrum with","G Rostrum with","  1"
"G Rostrum with first","G Rostrum with first","  1"
"G Rostrum with first segment","G Rostrum with first segment","  1"
"G S","G S","  1"
"G S P","G S P","  1"
"G S P A","G S P A","  1"
"G S P A ","G S P A ","  1"
"G SC","G SC","  1"
"G SC ","G SC ","  1"
"G SC  C","G SC  C","  1"
"G SC  C ","G SC  C ","  1"
"Gajardo","Gajardo","  5"
"Gajardo ","Gajardo ","  3"
"Gajardo  p","Gajardo  p","  3"
"Gajardo  p ","Gajardo  p ","  2"
"Gajardo  p  figs","Gajardo  p  figs","  2"
"Gajardo  p Triatomaptera","Gajardo  p Triatomaptera","  1"
"Gajardo  p Triatomaptera porteri","Gajardo  p Triatomaptera porteri","  1"
"Gajardo and","Gajardo and","  2"
"Gajardo and Jorg","Gajardo and Jorg","  2"
"Gajardo and Jorg ","Gajardo and Jorg ","  2"
"Gajardo and Jorg  p","Gajardo and Jorg  p","  2"
"Galindo","Galindo","  1"
"Galindo and","Galindo and","  1"
"Galindo and Fairchild","Galindo and Fairchild","  1"
"Galindo and Fairchild ","Galindo and Fairchild ","  1"
"Galindo and Fairchild  p","Galindo and Fairchild  p","  1"
"Galvao","Galvao","  7"
"Galvao ","Galvao ","  1"
"Galvao  p","Galvao  p","  1"
"Galvao  p ","Galvao  p ","  1"
"Galvao  p  figs","Galvao  p  figs","  1"
"Galvao and","Galvao and","  1"
"Galvao and Palma","Galvao and Palma","  1"
"Galvao and Palma Figures","Galvao and Palma Figures","  1"
"Galvao and Palma Figures ","Galvao and Palma Figures ","  1"
"Galvao Figures","Galvao Figures","  1"
"Galvao Figures ","Galvao Figures ","  1"
"Galvao Figures  Triatoma","Galvao Figures  Triatoma","  1"
"Galvao Figures  Triatoma costalimai","Galvao Figures  Triatoma costalimai","  1"
